Date,ACCBU_20_BAND_USU_L2_EXTI22_STF_BIN,AD_DIFF_USU_L5_EXTI38_BIN,AROONOSC_14_L3_EXTI33_BIN,BBPU_20_2_0_USU_L2_EXTI15_BIN,D_J_USU_L1_EXTI6_BIN,K_D_USU_L5_EXTI25_BIN,PVOh_12_26_9_L1_EXTI16_BIN,QQE_DELS_USU_L2_EXTI13_BIN,SMIo_5_20_5_L2_EXTI27_BIN,THERMO_20_2_0_5_USU_L4_BIN,WCP_L3_STF_BIN,WCP_L6_STF_BIN,WCP_USU_L3_EXTI34_BIN,ACCBU_20_BAND_USU_L2_EXTI22_STF,AD_DIFF_USU_L5_EXTI38,AROONOSC_14_L3_EXTI33,BBPU_20_2_0_USU_L2_EXTI15,D_J_USU_L1_EXTI6,K_D_USU_L5_EXTI25,PVOh_12_26_9_L1_EXTI16,QQE_DELS_USU_L2_EXTI13,SMIo_5_20_5_L2_EXTI27,THERMO_20_2_0_5_USU_L4,WCP_L3_STF,WCP_L6_STF,WCP_USU_L3_EXTI34,target,Close,Open,High,Low,Volume
2024-06-05,2,3,3,1,1,1,2,3,3,3,1,3,3,0.11700734359038734,1058.999999999971,42.85714285714286,-81.20058309934888,-45.36860152130655,-17.73869812087964,-7.485625971438024,6.564726647043834,0.0992243536768639,0.2639817597542018,-0.8274984359741211,0.6700010299682617,75.2001953125,0,47.040000915527344,44.630001068115234,47.119998931884766,44.630001068115234,2216213
2024-06-04,2,2,3,1,1,1,2,3,3,2,3,1,3,0.25392192785645307,-94.56280184377101,57.14285714285714,-77.17655042381321,-29.534058901651072,-19.036594799258456,-7.423591398024806,6.498446311360354,0.0911838683576778,-0.04823083917535176,0.5199995040893555,-0.5850019454956055,29.82421875,0,44.599998474121094,42.689998626708984,45.58000183105469,42.689998626708984,2441347
2024-06-03,1,1,3,1,2,1,2,3,3,3,2,1,1,-1.1484366105536985,-304.7794558312453,64.28571428571428,-104.79607733121836,7.56873891582115,-23.366576964460183,-7.78020701118345,6.474303575769696,0.10110652429839986,0.1666934510882626,-0.16499996185302734,-0.9649991989135742,-67.724609375,1,42.040000915527344,45.59000015258789,45.59000015258789,41.13999938964844,6479555
2024-05-31,1,1,3,1,2,1,2,2,3,2,3,1,2,-0.9062569288417777,-531.5124977293308,64.28571428571429,-90.1116233649059,4.559895494719676,-24.182960925717033,-6.661945523653907,-0.5894909993328596,0.10628946594130682,0.05423906203495066,0.6700010299682617,-0.44499874114990234,-6.50048828125,1,45.400001525878906,46.119998931884766,46.790000915527344,45.119998931884766,6187263
2024-05-30,2,1,3,1,1,1,2,1,3,2,1,2,2,-0.013343808043998706,-296.41418514191173,64.28571428571428,-66.73364731467714,-24.778335183797658,-16.88965293778368,-9.769132728025497,-3.7263390043779694,0.08152361315384615,-0.020053394068689445,-0.5850019454956055,-0.05500221252441406,5.14990234375,0,46.599998474121094,45.40999984741211,47.40999984741211,45.40999984741211,1381648
2024-05-29,3,1,3,1,1,2,1,1,3,1,1,1,3,1.1077907857735845,-740.2740525370464,64.28571428571429,-58.46149290874094,-53.42591029278855,-2.640254731203825,-12.288400882293484,-5.619231186938087,0.06722929381201564,-0.532166413885336,-0.9649991989135742,-1.107499122619629,16.6748046875,0,46.38999938964844,46.29999923706055,46.880001068115234,44.279998779296875,1892701
2024-05-28,3,2,3,2,1,3,1,1,3,1,1,1,1,0.8892852975049728,103.76943109708373,64.28571428571429,-52.97236052955314,-29.217106455535315,7.588500836595955,-11.56549700377473,-6.613798850097105,0.047382194657664245,-0.4881778276207991,-0.44499874114990234,-0.46249961853027344,-38.54931640625,0,46.29999923706055,45.65999984741211,46.93000030517578,45.06999969482422,1188146
2024-05-27,1,1,3,2,1,3,1,1,2,3,2,1,2,-0.8240876331953793,-231.37019366020104,64.28571428571429,-51.49396269333189,-13.010909399081033,8.569275125158782,-10.980512050165565,-6.333801653880322,0.02014823750462444,0.3804293868776899,-0.05500221252441406,-0.2850008010864258,-7.24951171875,1,45.5099983215332,45.5099983215332,45.91999816894531,44.97999954223633,414167
2024-05-24,2,3,3,2,2,3,2,1,2,1,1,2,2,-0.12977392820637235,686.2064668824605,50.0,-28.759676571611337,2.943368262162682,7.645911103495052,-10.54003917339374,-6.745059657677352,-0.025116421340390604,-0.27952236274579334,-1.107499122619629,-0.08749961853027344,-8.650390625,1,45.83000183105469,46.79999923706055,46.79999923706055,45.79999923706055,867774
2024-05-23,3,1,3,2,2,3,2,1,1,1,1,3,3,1.9448841015470144,-986.8754607741721,100.0,-19.538194505715918,3.241036155799616,7.234338440293712,-10.096816284180626,-6.349057286984021,-0.04634181584123889,-0.7089472952295199,-0.46249961853027344,0.3775005340576172,15.8125,0,46.97999954223633,47.04999923706055,47.560001373291016,46.599998474121094,1072441
2024-05-22,3,1,3,3,2,3,2,1,1,2,1,1,3,1.7166093477152593,-236.7133789738291,92.85714285714286,-18.504169930387864,-5.051567749316291,15.06192549876755,-8.497216226346417,-6.276495399148338,-0.06402769614019255,-0.10357302113053035,-0.2850008010864258,-1.210000991821289,40.275390625,0,47.689998626708984,47.38999938964844,47.849998474121094,46.66999816894531,1144552
2024-05-21,2,2,2,3,2,3,3,1,1,3,2,1,2,0.050248964426160114,21.91556797249359,-7.14285714285715,-7.713582615546642,-0.09198466054448673,14.768830683475741,-6.278585810018061,-3.7374503987357954,-0.06381842847186672,0.22552470818046233,-0.08749961853027344,-0.44749927520751953,2.2255859375,0,47.5,48.0099983215332,48.2400016784668,46.880001068115234,1578815
2024-05-20,3,3,2,3,3,3,3,2,1,3,3,3,2,1.1387822687529443,790.5866563287564,-7.142857142857141,-7.077296470532371,18.183892343634053,11.32417581861717,-3.261655111008835,-2.241195610397483,-0.05165106455506094,1.1392635407952643,0.3775005340576172,0.41499900817871094,5.07568359375,0,48.47999954223633,48.95000076293945,49.400001525878906,48.189998626708984,864702
2024-05-17,3,2,2,3,2,3,3,2,2,1,1,3,2,0.6710344117163594,-105.79930625480483,-28.57142857142857,-0.01766061616163394,13.179296226211132,19.5635028350412,-1.712618166946708,-1.5554171401614028,0.0008603835292615436,-0.2708127605231617,-1.210000991821289,1.1175003051757812,-1.32470703125,0,48.849998474121094,49.79999923706055,49.900001525878906,48.79999923706055,1517277
2024-05-16,1,3,2,3,2,3,3,2,2,3,1,3,1,-1.330801541022101,696.1581019452424,-35.71428571428571,-6.695825963680599,13.258338518106694,15.183933569425541,3.229952597094826,-0.9003896944664902,-0.022935966893874143,0.7906807856938698,-0.44749927520751953,0.3875007629394531,-22.650390625,0,49.34000015258789,49.560001373291016,50.11000061035156,48.75,3233743
2024-05-15,1,2,2,3,2,3,3,2,1,3,3,2,1,-3.153559356109934,-35.39308430047822,-42.85714285714286,-6.2261390131943495,12.494290855679406,13.32526755664539,8.44758179611334,-1.9653842275080677,-0.03234965533972406,0.8839086636159014,0.41499900817871094,0.047499656677246094,-37.7998046875,0,49.369998931884766,48.150001525878906,51.0,48.150001525878906,1198692
2024-05-14,1,3,2,3,3,3,3,2,3,2,3,3,2,-0.8820975124248029,387.8545151601429,-42.85714285714286,3.8020811805145582,27.178340296014227,22.818764274904996,11.931473333875804,-2.3902512731622494,0.05027553975106774,-0.0630454199914503,1.1175003051757812,0.33500003814697266,9.400390625,0,48.959999084472656,49.72999954223633,49.77000045776367,48.689998626708984,916684
2024-05-13,3,3,2,3,2,3,3,1,3,1,3,2,3,1.6847733560103606,387.24087193459854,-42.85714285714285,8.5928407857749,9.000227533133476,11.943855410365293,15.30437075563669,-3.093938228520962,0.03403528965460749,-0.25968422139680036,0.3875007629394531,0.24499893188476562,51.87451171875,0,49.86000061035156,50.380001068115234,51.88999938964844,49.61000061035156,780469
2024-05-10,3,3,2,3,1,2,3,1,2,3,2,3,2,3.2010462973128995,879.0,-42.85714285714285,1.0902365880140736,-11.800719054482435,-1.3430481411368849,18.364384547316376,-5.778573899139907,0.014602443590734593,0.3129790715246301,0.047499656677246094,0.6050014495849609,-6.80029296875,0,50.709999084472656,50.40999984741211,51.38999938964844,50.20000076293945,1484146
2024-05-09,3,1,2,3,1,2,3,1,1,1,3,1,3,0.9575607556397294,-567.7694106747804,-42.85714285714286,-2.880802261391406,-18.81045377656792,-4.340839287218184,21.333706396700073,-6.354959268302281,-0.027060105679585417,-0.47407164317867767,0.33500003814697266,-1.017500877380371,67.125,0,50.630001068115234,48.97999954223633,51.56999969482422,48.52000045776367,1377193
2024-05-08,3,2,1,3,1,2,3,1,1,1,2,2,2,0.6175984450460046,-136.6329456907697,-78.57142857142857,-5.111805497112182,-27.248102868717666,-4.698500765022223,26.783785825214604,-6.187500330655048,-0.1195258536325492,-0.44397590505059026,0.24499893188476562,0.09499931335449219,12.900390625,1,49.209999084472656,48.97999954223633,49.880001068115234,48.58000183105469,1080962
2024-05-07,2,1,1,3,2,2,3,1,1,2,3,3,3,-0.1781780792957104,-1451.041451126599,-85.71428571428572,-17.954948394495634,6.631918819897052,-4.328613898825754,29.121867669127973,-6.035095229702549,-0.14870852490867775,0.05929284091242337,0.6050014495849609,1.1300020217895508,18.67431640625,1,48.97999954223633,48.720001220703125,49.22999954223633,48.13999938964844,942654
2024-05-06,2,3,1,2,3,2,3,1,1,2,1,1,1,0.2586699799908274,7961.3517614079465,-92.85714285714286,-49.938274064375165,19.361688922189618,-2.414214975177261,38.77327072374406,-5.953967543143662,-0.16372602442475429,0.015531140829602719,-1.017500877380371,-1.5250015258789062,-19.4501953125,1,48.540000915527344,48.79999923706055,49.689998626708984,48.369998931884766,1240582
2024-05-03,2,1,1,1,3,1,3,1,1,1,2,1,1,0.16057315995241872,-55974.999999999796,-100.0,-71.96624365381065,16.847596438973348,-9.535682321114987,44.4052733848273,-4.444451253157602,-0.13926321551072876,-0.2528344600046373,0.09499931335449219,-0.5200004577636719,-61.0,1,48.599998474121094,48.599998474121094,49.290000915527344,47.310001373291016,1408616
2024-05-02,3,2,1,1,2,1,3,1,1,3,3,1,3,0.4960415582384634,0.0,-57.14285714285714,-78.84711646907049,3.031528359392418,-11.142644601254975,44.54775029868554,-4.0459663908900225,-0.10501019652820365,0.7005509285469922,1.1300020217895508,-0.5049991607666016,17.0,1,48.310001373291016,48.20000076293945,49.130001068115234,47.06999969482422,1422136
2024-04-30,2,3,1,1,1,1,2,1,1,2,1,3,3,-0.3630086159039596,570.0,-71.42857142857143,-59.25002016679707,-51.79794805387839,-10.846995390944905,-10.805245575873272,-5.9579933344711975,-0.07277817400544975,0.044297404012876296,-1.5250015258789062,0.5975008010864258,53.05029296875,1,47.209999084472656,48.79999923706055,48.810001373291016,47.16999816894531,1599739
2024-04-29,2,3,1,1,2,1,1,1,1,2,1,2,1,0.03412388451187098,468.0,-71.42857142857143,-67.78819408160616,-6.337085067625569,-18.62581535872944,-10.99521564639408,-6.085601900982013,-0.06921588420125246,-0.19104138982098617,-0.5200004577636719,-0.07250022888183594,-19.55029296875,0,48.65999984741211,48.310001373291016,49.11000061035156,48.040000915527344,1385464
2024-04-26,2,2,1,2,1,1,1,1,1,1,1,2,3,0.3644139476198358,161.88694989900978,-85.71428571428572,-55.126435282998294,-13.016731654194249,-18.448417952841115,-11.38772971428407,-6.082586160822565,-0.08166337022953513,-0.30115116239003314,-0.5049991607666016,0.157501220703125,29.5,0,48.83000183105469,47.27000045776367,49.209999084472656,47.220001220703125,1089455
2024-04-25,3,3,1,2,1,1,1,2,1,1,3,2,3,0.8420376500433768,295.0,-92.85714285714286,-54.93687327300576,-27.47836201329336,-13.437169301382106,-11.56774030816402,0.2446056881426415,-0.09383142024159635,-0.5528525054500038,0.5975008010864258,-0.02500152587890625,19.82470703125,0,47.0099983215332,48.400001525878906,48.65999984741211,46.88999938964844,1779501
2024-04-24,1,1,1,1,1,1,1,2,1,2,2,1,3,-1.285819317795161,-234.0,-92.85714285714286,-66.05356341322907,-16.49816975036252,-8.336913675863514,-11.934527732717754,2.5820650412463593,-0.03548414811297407,-0.2210481163752508,-0.07250022888183594,-0.869999885559082,15.875,0,48.560001373291016,49.040000915527344,50.189998626708984,48.36000061035156,1830777
2024-04-23,3,2,1,1,2,2,1,2,2,1,2,1,2,0.4459547061948861,-126.70255317725241,-85.71428571428571,-77.14381019743793,-10.391372206682194,-6.589648579680855,-12.680265685690657,4.817944230507258,0.015469124863536576,-0.3843157288000305,0.157501220703125,-0.3600015640258789,3.9501953125,0,49.130001068115234,50.349998474121094,50.9900016784668,48.5,2099939
